"","1","2","3","4","5","6","7","8","10","14","15","16","20","22","23","24","26","29","30","31","32","33","36","37","38","39","42","47","48","49","52","54","56","59","61","63","68","70","82","85","88","89","90","91","92","93","94","95","96","97","98","99","101","102","103","107","108","110","112"
"1",0.012,0.012,0.008,0.013,0.011,0.011,0.008,0.01269,0.011,0.013,0.012885,0.016,0.009,0.01205,0.014,0.014,0.014,0.011,0.010949,0.017,0.012,0.016,0.012,0.018,0.012,0.013,0.01168,0.01,0.01302,0.00999400000000001,0.01,0.008,0.009,0.014,0.015,0.014,0.005,0.01,0.0117571446832,0.005,0.014,0.012,0.007,0.014,0.0133,0.015,0.014,0.008,0.012788,0.0106732577824,0.011403,0.013264,0.01035,0.0127964213696,0.0149,0.0127673126569,0.0125274598122,0.0122310458488,0.00895000000000001
"2",0.014,0.012,0.011,0.017,0.014,0.016472,0.014,0.01702,0.01423720372,0.013,0.0157725,0.019,0.018,0.01453,0.018,0.018,0.013,0.016,0.015529,0.021,0.014,0.018,0.014,0.02,0.02,0.017,0.016,0.013,0.012,0.01204,0.015017,0.015,0.014,0.017,0.016,0.01543,0.01435,0.016,0.01422,0.01,0.015,0.015,0.012,0.01352,0.0169,0.01633,0.015,0.01,0.015213,0.0127517740237,0.015286,0.015294,0.016027256705,0.012718,0.01678,0.0158830604976,0.0184116164312,0.01468623186,0.01655
"3",0.015,0.01471,0.012,0.0149,0.014,0.017098,0.013,0.01684,0.015,0.013,0.0157725,0.015,0.016,0.01476,0.019,0.0148075139447,0.017,0.013,0.015589,0.015,0.015,0.015,0.014,0.019,0.018,0.016,0.018,0.012,0.013,0.012076,0.017,0.016,0.017,0.014,0.01478,0.01463,0.014545,0.017,0.01329,0.01,0.017,0.0155500316436,0.014,0.012,0.0152769966615,0.01637,0.019,0.011,0.014836,0.0128855389199,0.014387,0.014813,0.01609451341,0.01247,0.01673,0.0166200865864,0.0165675063956,0.0148259878628,0.01632
"4",0.018,0.016,0.013,0.017,0.015,0.016294,0.014,0.01735,0.014640766272,0.015,0.0164325,0.014,0.01591,0.01403,0.017,0.016,0.015,0.01549,0.018,0.016,0.017,0.018,0.015,0.019,0.018,0.016,0.015,0.012,0.01346,0.013,0.017,0.016,0.01486362673,0.017,0.016,0.01506,0.01511,0.019,0.01387,0.008,0.012,0.015,0.012,0.011,0.0177,0.01631,0.013,0.014,0.014894,0.0132159135444,0.01483,0.015437,0.01646451341,0.012746,0.01671,0.0163540391162,0.0169832465548,0.0149783931692,0.01675
"5",0.019,0.01917,0.018,0.018,0.016,0.017708,0.018,0.01866,0.016,0.011,0.019,0.013,0.01717,0.01445,0.016,0.018,0.016,0.016,0.018,0.01623,0.016,0.022,0.02,0.018,0.019,0.016,0.014,0.016,0.017,0.016,0.015287,0.017,0.016233078371,0.013849,0.017,0.01452,0.017795,0.018,0.01415,0.013,0.01541,0.018,0.014,0.011,0.0192,0.01773,0.015,0.016,0.01773,0.015076,0.015382,0.016671,0.017517256705,0.014562,0.01675,0.0171769310829,0.0175156717533,0.0161232858588,0.01733
"6",0.019,0.02,0.02,0.015,0.016,0.018278,0.021,0.01839,0.016,0.016,0.021,0.009,0.018,0.012,0.016,0.017,0.015,0.01621,0.017106,0.019,0.018,0.02,0.02,0.018,0.019,0.018,0.015,0.017631,0.014,0.014692,0.015794,0.01672,0.018,0.012,0.014,0.01411,0.017745,0.019,0.014,0.016,0.01544,0.017,0.016,0.015884,0.0144,0.01797,0.017,0.015,0.017,0.0148350247747,0.015088,0.016456,0.017757256705,0.013774,0.0165,0.0172882889033,0.0181079893547,0.0164781494462,0.01761
"7",0.02,0.02124,0.019,0.018,0.017,0.020256,0.02,0.01905,0.019,0.017,0.02,0.01725,0.018,0.01,0.0169,0.0174731097044,0.019,0.01588,0.016,0.015,0.018,0.021,0.022,0.022,0.01888,0.021,0.01695,0.018885,0.011,0.01512,0.01743,0.016,0.015,0.016,0.01685,0.01608,0.01843,0.021,0.0157,0.018,0.01721,0.018,0.015,0.015,0.017266,0.02,0.015,0.019,0.021,0.0162333498498,0.015663,0.0179,0.01845,0.014302,0.01676,0.0179364070084,0.0194152772907,0.0183958623499,0.01984
"8",0.019,0.025,0.01952,0.015,0.019,0.025,0.018,0.01898,0.024,0.0181,0.02,0.017,0.018,0.008,0.018,0.018,0.016,0.013,0.018,0.018,0.019,0.024,0.022,0.02,0.02,0.017,0.017,0.019115,0.016,0.0153,0.017,0.016,0.016,0.014,0.014,0.01569,0.01875,0.021,0.0156446430854,0.019,0.01728,0.018,0.017,0.013,0.014,0.02,0.019,0.019,0.02,0.0166876749249,0.015441,0.01741,0.01856150447,0.015522,0.01694,0.0168126139359,0.0186847377513,0.018184477379,0.02086
"9",0.017,0.023,0.019,0.017,0.015,0.018876,0.017,0.01822,0.016,0.015,0.02,0.015,0.019,0.015,0.018,0.015,0.018,0.014,0.019,0.016,0.019,0.023,0.021,0.018,0.019,0.013,0.016,0.01813,0.017,0.008,0.01665,0.017,0.012,0.012,0.015,0.01497,0.02,0.02,0.018,0.018,0.01602,0.019,0.02,0.011,0.0155,0.018,0.009,0.017,0.018,0.0151193498498,0.014907,0.016766,0.017447256705,0.014662,0.0168,0.017330449149,0.0187095475376,0.0175741191959,0.01764
"10",0.018,0.023,0.02,0.017,0.017,0.019496,0.016,0.01898,0.016,0.012,0.018,0.01652,0.01778,0.016,0.021,0.015,0.022,0.016,0.019,0.02,0.02,0.02,0.021,0.015,0.02,0.016,0.016,0.017,0.021,0.012,0.017,0.017,0.013,0.015,0.015,0.01581,0.018855,0.018,0.01571,0.018,0.01612,0.017,0.018,0.022,0.019,0.016,0.02,0.018181084275,0.02,0.0156096749249,0.016408,0.01761,0.01805150447,0.013738,0.01747,0.0183913062982,0.0197042866481,0.0173837921796,0.01999
"11",0.023,0.02031,0.019,0.01759,0.019,0.019332,0.016,0.01899,0.017857809817,0.014,0.02,0.01765,0.0178,0.015,0.017,0.015,0.013,0.018,0.01774,0.013,0.017,0.02,0.02,0.017,0.018587,0.022,0.017,0.018,0.01711,0.016,0.01678,0.015,0.012,0.013,0.017,0.01539,0.019,0.017,0.01569,0.019,0.01712,0.021,0.019,0.024,0.018,0.022,0.028,0.022,0.021,0.0161733498498,0.01682,0.01749,0.01818,0.01528,0.01671,0.0176426001182,0.0191921765507,0.017975938178,0.0194
"12",0.022,0.02,0.016,0.014,0.016,0.018294,0.01496,0.01797,0.019,0.0153,0.019,0.01461,0.01624,0.013,0.01658,0.014,0.013,0.015,0.017016,0.015,0.015,0.02,0.02,0.019,0.017363,0.015,0.013,0.015,0.016,0.015544,0.015197,0.016,0.01557562673,0.012646,0.011,0.01,0.016,0.01659,0.01426,0.017,0.01625,0.018,0.027,0.019,0.018,0.017,0.02,0.013,0.021,0.0147906996996,0.015827,0.01603,0.017318761175,0.0137593110336,0.017211011992,0.0170434887616,0.015988050231,0.0157134399096,0.01724
"13",0.019,0.02,0.017,0.017,0.01733,0.019112,0.015,0.01857,0.017164270589,0.015,0.0175,0.019,0.012,0.016,0.0159,0.0158937118941,0.015,0.017,0.01709,0.017,0.016,0.017,0.019,0.02,0.017718,0.023,0.017,0.019,0.017,0.015312,0.014,0.018,0.017,0.008,0.013,0.015,0.01634,0.0163,0.0141046430854,0.022,0.01727,0.017,0.024,0.019,0.021,0.018,0.023,0.015,0.019,0.0160090247747,0.01637,0.017042,0.019297256705,0.014936,0.017501011992,0.0180453861998,0.0168201478182,0.01657255073,0.01817
"14",0.016,0.02,0.018,0.015,0.017,0.019676,0.019,0.01875,0.018163145496,0.017,0.017,0.018,0.01745,0.016,0.01732,0.021,0.02,0.015,0.01737,0.015,0.016,0.018,0.019,0.02,0.018852,0.022,0.017,0.022,0.018,0.014,0.0158,0.019,0.02,0.014856,0.01818,0.016,0.0177,0.016,0.01527,0.017,0.01774,0.019,0.023,0.01973,0.02,0.019,0.022,0.019,0.024,0.0160716749249,0.017539,0.0179,0.02007,0.015208,0.017340505996,0.0185198424997,0.0186804127096,0.0179476883882,0.01999
"15",0.01795,0.02,0.01872,0.017,0.017,0.020308,0.01597,0.01871,0.018,0.015,0.016,0.01717,0.01766,0.018,0.01635,0.018,0.015,0.015,0.017,0.015,0.019,0.02,0.018,0.02,0.018319,0.017,0.016,0.017,0.019,0.014302,0.015,0.02,0.019,0.013,0.016,0.01566,0.018165,0.01641,0.01488,0.024,0.01603,0.021,0.02,0.018,0.019,0.019,0.017,0.018,0.024,0.0159996749249,0.017198,0.01766,0.01888150447,0.015474,0.01721,0.0183091151275,0.0191243675152,0.0176443712955,0.019
"16",0.016,0.02,0.02,0.017,0.018075,0.021452,0.018,0.01951,0.019,0.015,0.017,0.016,0.018,0.017,0.01749,0.013,0.017,0.015,0.01762,0.02,0.019,0.02,0.018,0.018,0.01967,0.0205,0.017,0.021,0.01865,0.013,0.016,0.017,0.016,0.017,0.02,0.0165,0.01865,0.018,0.01594,0.023,0.0172,0.018,0.021,0.023,0.021,0.018,0.018,0.018,0.021,0.01684,0.017929,0.01848,0.020035752235,0.01596,0.017750505996,0.0186144199575,0.0197867297797,0.0186850784287,0.02028
"17",0.018,0.01933,0.017,0.017,0.018,0.019758,0.017,0.01875,0.0165713259,0.015,0.017,0.017,0.015,0.015,0.014,0.013,0.017,0.01578,0.017819,0.018,0.019,0.02,0.019,0.018,0.019041,0.019,0.017,0.017,0.01819,0.01415,0.012,0.014,0.018,0.015,0.02,0.015,0.01833,0.018,0.01465,0.023,0.01651,0.022,0.021,0.025,0.021,0.017,0.018,0.017,0.022,0.0162656749249,0.017556,0.01807,0.01907300894,0.01493,0.017320505996,0.0183625805484,0.0187562421047,0.0180787681014,0.0186
"18",0.01581,0.01746,0.018,0.013,0.017,0.01684,0.01,0.0168,0.015043871774,0.013,0.0164525,0.018,0.013,0.014,0.01,0.01,0.013,0.015,0.01523,0.017,0.018,0.02,0.01919,0.019,0.016476,0.016458,0.0159,0.014,0.017,0.0139,0.013,0.012,0.012,0.014,0.01422,0.01491,0.01457,0.01449,0.015,0.016,0.015423,0.017,0.016,0.018,0.016,0.021,0.02,0.016,0.021,0.0142086996996,0.014675,0.015353,0.01638150447,0.013978,0.01723,0.0166401667424,0.0176789018767,0.0147483914336,0.01447
"19",0.01649,0.018,0.01586,0.015,0.01592,0.017618,0.01341,0.01717,0.0157856433,0.011,0.014,0.015,0.017,0.01436,0.017,0.01,0.015,0.014,0.016438,0.01583,0.017,0.018,0.022,0.018,0.016925,0.016,0.017,0.015,0.01497,0.01339,0.015,0.012,0.015,0.011,0.01399,0.013,0.015525,0.0145,0.011,0.019,0.015973,0.017,0.014,0.019,0.018,0.019,0.0177428,0.016,0.019,0.0137877244743,0.015374,0.01522,0.01625150447,0.013414,0.01673,0.0166459999549,0.0175988689021,0.0150398937956,0.01518
"20",0.015,0.01832,0.018,0.016,0.018,0.018534,0.014,0.01792,0.0159467053,0.015,0.015,0.016,0.018,0.018,0.015,0.013,0.019,0.015,0.016549,0.015,0.018,0.018,0.022,0.02,0.016,0.012,0.018,0.021,0.021,0.016,0.015,0.019,0.018,0.012,0.014,0.01467,0.016335,0.01593,0.011,0.017,0.016,0.015,0.015,0.019,0.016,0.019,0.02,0.016,0.02,0.01531,0.014721,0.015776,0.018075752235,0.01418,0.01708,0.0176757921578,0.0179811522208,0.0159788922816,0.01788
"21",0.015,0.016,0.01702,0.018,0.0172225,0.018422,0.016,0.01804,0.016761247513,0.015,0.015,0.019,0.016,0.017,0.018,0.017,0.015,0.013,0.018,0.016,0.018,0.01946,0.020065,0.01808,0.015,0.019,0.018,0.019,0.01673,0.017,0.01502,0.016,0.017,0.013,0.02,0.015,0.01695,0.016,0.013,0.018,0.017,0.017,0.02,0.02,0.015,0.019,0.021,0.016,0.018,0.018,0.014958,0.016174,0.017715752235,0.014224,0.0172,0.017906086796,0.0178731108806,0.0160681311652,0.01797
"22",0.018,0.02,0.02,0.018,0.0174625,0.018842,0.015,0.018,0.0168009252,0.014,0.017,0.018,0.019,0.017,0.018,0.015,0.016,0.015,0.017249,0.014,0.018,0.019,0.019,0.015,0.017,0.018,0.017,0.016,0.017,0.01435,0.013,0.019,0.015,0.014,0.02,0.017,0.017575,0.016,0.013,0.018,0.018,0.016,0.017,0.02,0.019,0.017,0.018,0.017,0.02,0.014,0.015609,0.016485,0.01848150447,0.014516,0.0171,0.018192321584,0.0178188768645,0.0169768358448,0.0187
"23",0.01838,0.01978,0.0198,0.021,0.0184975,0.019404,0.013,0.01947,0.018490793644,0.016,0.018,0.016,0.02,0.019,0.017,0.018,0.016,0.013,0.01759,0.017,0.019,0.022,0.02,0.017,0.018,0.019,0.019,0.021,0.017,0.018,0.01695,0.019,0.015,0.015464,0.01872,0.01613,0.018935,0.02,0.016,0.018,0.015,0.019,0.016,0.018,0.019,0.018,0.017,0.018,0.022,0.014,0.017,0.018,0.02018,0.01503,0.01707,0.0180100443806,0.0193573124873,0.0194369756239,0.02028
"24",0.018,0.018,0.01933,0.022,0.018,0.021038,0.017,0.0196,0.0203550593,0.018,0.018,0.016,0.019,0.021,0.021,0.019,0.018,0.017,0.01767,0.019,0.019,0.019,0.02114,0.018,0.02,0.021,0.019,0.023,0.01806,0.01576,0.016,0.018,0.02,0.015,0.02,0.016,0.018705,0.01917,0.014,0.019,0.01697,0.02,0.014,0.022,0.019,0.018,0.017,0.018,0.022,0.017,0.018,0.018,0.01985,0.016702,0.01727,0.0192803497791,0.0206357124369,0.019991889831,0.02153
"25",0.01843,0.01926,0.01918,0.02,0.018,0.019072,0.014,0.01906,0.0166313249,0.016,0.018,0.018,0.018,0.019,0.015,0.016,0.017,0.018,0.018,0.016,0.017,0.019,0.022,0.02,0.017,0.016,0.0177,0.017,0.01773,0.015,0.019,0.017,0.017,0.017,0.021,0.015,0.018,0.017,0.014,0.015,0.016,0.016,0.015,0.019,0.018,0.019,0.017,0.018,0.021,0.016,0.016,0.018,0.018785752235,0.014364,0.017,0.0181652226065,0.018830788395,0.0167374516204,0.01964
"26",0.017,0.018,0.02,0.02,0.02,0.019446,0.014,0.01916,0.017220615853,0.018,0.018,0.018,0.018,0.017,0.016,0.018,0.021,0.01687,0.017,0.018,0.018,0.024,0.019,0.02,0.018,0.021,0.019,0.019,0.018,0.01479,0.019,0.018,0.016,0.015,0.01794,0.016,0.01778,0.016,0.015,0.014,0.015,0.017,0.015,0.01777,0.019,0.017,0.0182876,0.018,0.02,0.018,0.017,0.018,0.01869150447,0.014564,0.01705,0.018627418384,0.0187362328788,0.0173992672216,0.01977
"27",0.018,0.01981,0.01785,0.01719,0.017,0.019124,0.01505,0.01869,0.017147148088,0.015,0.01741,0.018,0.017,0.01601,0.014,0.02,0.018,0.01598,0.018,0.012,0.014,0.025,0.019745,0.02,0.018,0.017,0.017,0.019,0.02,0.01473,0.015,0.016,0.016877769838,0.016,0.01738,0.016,0.017825,0.015,0.014,0.016,0.0166,0.018,0.019,0.01922,0.0197,0.01837,0.018,0.019,0.02,0.016,0.018,0.017215,0.01846150447,0.014608,0.01707,0.0183674726545,0.0181053157456,0.0167295070648,0.01909
"28",0.01935,0.01938,0.02,0.017,0.02,0.019692,0.016,0.01924,0.018264290017,0.016,0.018,0.017,0.016,0.018,0.01648,0.015,0.018,0.01729,0.017,0.016,0.01892,0.025,0.021,0.017,0.023,0.017,0.018,0.021,0.01779,0.013,0.02,0.017,0.02,0.015,0.019,0.014,0.01815,0.02,0.013,0.015,0.016,0.019,0.017,0.01997,0.018,0.022,0.02,0.022,0.02,0.015,0.01619,0.018,0.01964,0.01471,0.0171,0.0185964245715,0.0200289914911,0.0193378117108,0.02055
"29",0.021,0.02,0.02004,0.021,0.023,0.020784,0.021,0.01993,0.0173911746,0.019,0.018,0.021,0.019,0.018,0.015,0.017,0.024,0.018,0.016,0.021,0.021,0.021,0.021,0.019,0.02,0.023,0.02,0.019,0.02029,0.0168,0.018,0.018,0.018,0.014,0.017,0.016,0.018395,0.022,0.015,0.019,0.017,0.022,0.018,0.021,0.019049915,0.021,0.018,0.02,0.018,0.018,0.017718,0.018,0.0196,0.01674,0.017500505996,0.0193870356567,0.0204213876837,0.0202381785484,0.02227
"30",0.022,0.02,0.021,0.022,0.02,0.02283,0.021,0.02164,0.021,0.025,0.02,0.019,0.022,0.022,0.017,0.023,0.023,0.022,0.02131,0.027,0.02125,0.025,0.021,0.02,0.02,0.025,0.021,0.025,0.02258,0.021246,0.021,0.02,0.024,0.017,0.022,0.018,0.02043,0.022,0.019,0.02,0.022,0.024,0.022,0.019,0.022,0.023,0.022,0.022,0.022,0.022,0.021129,0.02182,0.02287,0.020026,0.019483541972,0.0221612509998,0.0226136344324,0.025599412577,0.0252
"31",0.0216,0.02048,0.02057,0.02,0.021,0.022002,0.01964,0.0211,0.0202,0.02197,0.018,0.019,0.02,0.021,0.018,0.022,0.023,0.02148,0.021,0.019,0.021135,0.025,0.0227,0.02,0.022,0.023,0.022,0.024,0.02198,0.019442,0.02045,0.021,0.021,0.016,0.017,0.019,0.019795,0.024,0.019,0.02,0.02032,0.02,0.01855,0.021,0.019,0.022,0.022,0.021,0.018,0.021,0.019578,0.02,0.02016,0.019106,0.017460505996,0.0204133758857,0.0222603883392,0.0232933906255,0.0248
"32",0.023,0.018,0.01954,0.02,0.018,0.021528,0.016,0.02091,0.022,0.02066,0.018,0.018,0.017,0.02,0.018,0.021,0.019,0.02043,0.021,0.02039,0.02,0.023,0.022,0.02,0.02,0.025,0.01991,0.024,0.022,0.018238,0.019,0.019,0.021,0.021,0.017,0.018,0.019465,0.021,0.021,0.021,0.02,0.022,0.01901,0.02,0.019,0.022,0.023,0.022,0.022,0.022,0.021,0.02,0.02004,0.018476,0.018171011992,0.019842044252,0.0213636636129,0.0220558943124,0.02339
