"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"49",11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347,11.042347
"50",11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948,11.396948
"51",11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456,11.622456
"52",11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547,11.961547
"53",12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062,12.222062
"54",12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272,12.203272
"55",12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086,12.129086
"56",12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445,12.049445
"57",11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183,11.998183
"58",11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651,11.723651
"59",11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124,11.6124
"60",11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931,11.584931
"61",11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191,11.337191
"62",11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132,11.133132
"63",10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511,10.77511
"64",10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513,10.632513
"65",10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423,10.419423
"66",10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652,10.237652
"67",9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664,9.984664
"68",9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053,9.821053
"69",9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434,9.548434
"70",9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796,9.23796
"71",9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912,9.016912
"72",8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025,8.76025
"73",8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147,8.598147
"74",8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908,8.335908
"75",8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374,8.055374
"76",7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191,7.943191
"77",7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483,7.794483
"78",7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727,7.638727
"79",7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482,7.475482
"80",7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858,7.457858
"81",7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305,7.331305
"82",7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434,7.707434
"83",8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417,8.548417
"84",8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989,8.248989
"85",8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401,8.241401
"86",8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829,8.092829
"87",7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543,7.548543
"88",7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136,7.129136
"89",6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492,6.856492
"90",6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613,6.759613
"91",6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544,6.698544
"92",6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564,6.685564
"93",6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383,6.606383
"94",6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306,6.50306
"95",6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323,6.561323
"96",6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634,6.538634
"97",6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062,6.517062
"98",6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662,6.455662
